Date,Location,MinTemp,MaxTemp,WindDirection,RainToday,RainTomorrow,,,
12-07-2022,Mizoram,9.5,13.5,NW,Yes,Yes,,,
13-07-2022,Mizoram,4.9,14.1,NNW,Yes,No,,,
14-07-2022,Mizoram,1.3,13.4,E,No,No,,,
15-07-2022,Mizoram,0.6,12.3,SE,No,No,,,
16-07-2022,Mizoram,3.1,10.9,SSE,No,No,,,
17-07-2022,Mizoram,-2.3,11.3,ESE,No,No,,,
18-07-2022,Mizoram,0.1,12,N,No,Yes,,,
19-07-2022,Mizoram,3.1,14.6,NNW,Yes,Yes,,,
20-07-2022,Mizoram,11.4,14.5,NNW,Yes,Yes,,,
21-07-2022,Mizoram,2.1,14.2,NNW,Yes,Yes,,,
22-07-2022,Mizoram,4.7,13.2,NNW,Yes,No,,,
23-07-2022,Mizoram,1,12.3,SE,No,No,,,
24-07-2022,Mizoram,-1.2,10.3,NNW,No,Yes,,,
25-07-2022,Mizoram,1.3,13.5,NW,Yes,Yes,,,
26-07-2022,Mizoram,4.8,12.8,NNW,Yes,No,,,
27-07-2022,Mizoram,6.3,13.9,NNW,No,No,,,
28-07-2022,Mizoram,3.1,13.3,N,No,No,,,
29-07-2022,Mizoram,5.6,15.1,NNW,No,No,,,
30-07-2022,Mizoram,7.2,14.8,NW,No,No,,,
31-07-2022,Mizoram,0.4,13.4,NW,No,No,,,
01-08-2022,Mizoram,3.9,16.3,WNW,No,No,,,
02-08-2022,Mizoram,3.2,12.8,NNW,No,Yes,,,
03-08-2022,Mizoram,4.8,12.7,WNW,Yes,Yes,,,
04-08-2022,Mizoram,7.4,13.5,NNW,Yes,No,,,
05-08-2022,Mizoram,0.9,12.4,NNW,No,Yes,,,
06-08-2022,Mizoram,3.4,15.4,N,Yes,Yes,,,
07-08-2022,Mizoram,9.9,14.1,WNW,Yes,Yes,,,
08-08-2022,Mizoram,3.6,13.6,N,Yes,No,,,
09-08-2022,Mizoram,8.8,14.2,NNW,No,No,,,
10-08-2022,Mizoram,8.4,11.9,SSE,No,Yes,,,
11-08-2022,Mizoram,8.6,14.1,SSE,Yes,No,,,
12-08-2022,Mizoram,10.5,15.2,SE,No,No,,,
13-08-2022,Mizoram,7.2,17.4,NW,No,No,,,
14-08-2022,Mizoram,3.8,17.7,WSW,No,No,,,
15-08-2022,Mizoram,4.9,17.6,NW,No,Yes,,,
16-08-2022,Mizoram,8.5,16.4,NNW,Yes,Yes,,,
17-08-2022,Mizoram,5.6,14.9,W,Yes,No,,,
18-08-2022,Mizoram,7.6,16.5,N,No,No,,,
19-08-2022,Mizoram,9.8,15.8,NNW,No,Yes,,,
20-08-2022,Mizoram,8.9,16.3,NNW,Yes,Yes,,,
21-08-2022,Mizoram,9.9,13.1,NNW,Yes,Yes,,,
22-08-2022,Mizoram,5.1,13.5,WNW,Yes,Yes,,,
23-08-2022,Mizoram,8.7,15,N,Yes,Yes,,,
24-08-2022,Mizoram,7.4,12.1,NW,Yes,Yes,,,
25-08-2022,Mizoram,5.9,12.6,NW,Yes,Yes,,,
26-08-2022,Mizoram,4.5,13.3,W,Yes,Yes,,,
27-08-2022,Mizoram,7.8,14.7,WNW,Yes,Yes,,,
28-08-2022,Mizoram,7.8,14.9,WNW,Yes,Yes,,,
29-08-2022,Mizoram,6.6,10,NW,Yes,Yes,,,
30-08-2022,Mizoram,4.3,12.8,NNW,Yes,No,,,
31-08-2022,Mizoram,6.4,14.3,WNW,No,No,,,
01-09-2022,Mizoram,3.3,14.9,NW,No,No,,,
02-09-2022,Mizoram,1.6,14.9,N,No,Yes,,,
03-09-2022,Mizoram,6.8,16.2,WNW,Yes,Yes,,,
04-09-2022,Mizoram,6.1,12.6,WSW,Yes,Yes,,,
05-09-2022,Mizoram,2.7,12.9,NNW,Yes,No,,,
06-09-2022,Mizoram,6.2,14.8,NNW,No,No,,,
07-09-2022,Mizoram,7.3,11.8,WNW,No,Yes,,,
08-09-2022,Mizoram,18.6,13.5,WNW,Yes,Yes,,,
09-09-2022,Mizoram,9.6,15.4,SE,Yes,No,,,
10-09-2022,Mizoram,2.1,17.2,SSW,No,No,,,
11-09-2022,Mizoram,2.2,15.3,NW,No,No,,,
12-09-2022,Mizoram,8.2,19.7,N,No,Yes,,,
13-09-2022,Mizoram,13.1,16.5,NW,Yes,Yes,,,
14-09-2022,Mizoram,6.2,15.7,NW,Yes,No,,,
15-09-2022,Mizoram,5.5,14.4,NW,No,No,,,
16-09-2022,Mizoram,7.8,16.4,NNW,No,Yes,,,
17-09-2022,Mizoram,9.6,13.5,NNW,Yes,Yes,,,
18-09-2022,Mizoram,5.8,16,NW,Yes,No,,,
19-09-2022,Mizoram,7.3,16.6,NW,No,No,,,
20-09-2022,Mizoram,4.7,14.3,NW,No,Yes,,,
21-09-2022,Mizoram,5.3,15.6,NW,Yes,No,,,
22-09-2022,Mizoram,7.9,11.6,SSE,No,Yes,,,
23-09-2022,Mizoram,8.3,19.4,WSW,Yes,No,,,
24-09-2022,Mizoram,5.5,14.9,N,No,Yes,,,
25-09-2022,Mizoram,5.9,15.6,N,Yes,Yes,,,
26-09-2022,Mizoram,6,15.6,NW,Yes,No,,,
27-09-2022,Mizoram,6.5,16.6,S,No,No,,,
28-09-2022,Mizoram,6.8,16.9,E,No,No,,,
29-09-2022,Mizoram,3.4,16.4,WNW,No,No,,,
30-09-2022,Mizoram,10.1,17.7,NW,No,Yes,,,
01-10-2022,Mizoram,9.6,17.7,WNW,Yes,No,,,
02-10-2022,Mizoram,2,17.6,SSW,No,No,,,
03-10-2022,Mizoram,2.9,16.2,NNE,No,No,,,
04-10-2022,Mizoram,7.4,15.4,NNE,No,No,,,
05-10-2022,Mizoram,5.3,19.2,SSE,No,No,,,
06-10-2022,Mizoram,6.9,13.6,SSE,No,No,,,
07-10-2022,Mizoram,4.3,14.1,ESE,No,No,,,
08-10-2022,Mizoram,3.7,15.9,SSE,No,No,,,
09-10-2022,Mizoram,4.8,16,SSE,No,No,,,
10-10-2022,Mizoram,0.9,17,NW,No,No,,,
11-10-2022,Mizoram,6.3,16.7,NW,No,No,,,
12-10-2022,Mizoram,3.9,16.1,NNW,No,Yes,,,
13-10-2022,Mizoram,7.6,14.2,NNW,Yes,Yes,,,
14-10-2022,Mizoram,8.5,17.2,SE,Yes,Yes,,,
15-10-2022,Mizoram,6.9,17.8,NNW,Yes,No,,,
16-10-2022,Mizoram,5.5,18.4,S,No,Yes,,,
17-10-2022,Mizoram,4.8,17.3,NW,Yes,No,,,
18-10-2022,Mizoram,5.7,16.9,NW,No,No,,,
19-10-2022,Mizoram,6.4,19.6,NW,No,No,,,
20-10-2022,Mizoram,11.5,20.2,NW,No,No,,,
21-10-2022,Mizoram,4.5,18.7,NW,No,No,,,
22-10-2022,Mizoram,4.9,19.5,NW,No,No,,,
23-10-2022,Mizoram,6.6,22,NW,No,No,,,
24-10-2022,Mizoram,8.5,20.1,WSW,No,No,,,
25-10-2022,Mizoram,4.4,17.9,WSW,No,No,,,
26-10-2022,Mizoram,5.8,17.9,NW,No,No,,,
27-10-2022,Mizoram,8.2,19,NW,No,No,,,
28-10-2022,Mizoram,7.9,21.9,NW,No,No,,,
29-10-2022,Mizoram,10.2,18.3,WNW,No,Yes,,,
30-10-2022,Mizoram,9.3,28,WNW,Yes,Yes,,,
31-10-2022,Mizoram,18.6,26.4,NNW,Yes,No,,,
01-11-2022,Mizoram,14.5,26,NW,No,No,,,
02-11-2022,Mizoram,14.4,21.8,NW,No,Yes,,,
03-11-2022,Mizoram,12.5,20.5,NW,Yes,No,,,
04-11-2022,Mizoram,6.3,17.9,NW,No,No,,,
05-11-2022,Mizoram,4.4,19.6,NW,No,No,,,
06-11-2022,Mizoram,5.7,19.8,NW,No,No,,,
07-11-2022,Mizoram,8.5,25.7,NW,No,No,,,
08-11-2022,Mizoram,9.6,28.6,NW,No,No,,,
09-11-2022,Mizoram,10.6,30,NW,No,No,,,
10-11-2022,Mizoram,13.6,27.8,NW,No,No,,,
11-11-2022,Mizoram,12.4,24.3,NW,No,No,,,
12-11-2022,Mizoram,13.1,26.8,SSE,No,No,,,
13-11-2022,Mizoram,10,19.1,WNW,No,No,,,
14-11-2022,Mizoram,13.3,27.2,WNW,No,No,,,
15-11-2022,Mizoram,10.8,20.8,WNW,No,No,,,
16-11-2022,Mizoram,13.3,21.4,WNW,No,No,,,
17-11-2022,Mizoram,10.4,21.6,WNW,No,No,,,
18-11-2022,Mizoram,14,22.7,NNW,No,No,,,
19-11-2022,Mizoram,11.3,29.1,WNW,No,No,,,
20-11-2022,Mizoram,14.1,23.7,NNW,No,Yes,,,
21-11-2022,Mizoram,10.6,17,SE,Yes,Yes,,,
22-11-2022,Mizoram,10.7,18,W,Yes,Yes,,,
23-11-2022,Mizoram,9.2,20.6,NW,Yes,No,,,
24-11-2022,Mizoram,10.3,18.4,WNW,No,No,,,
25-11-2022,Mizoram,13.7,23.5,WNW,No,No,,,
26-11-2022,Mizoram,11.4,22.8,NW,No,Yes,,,
27-11-2022,Mizoram,16,18,SSE,Yes,Yes,,,
28-11-2022,Mizoram,12.1,20,SW,Yes,Yes,,,
29-11-2022,Mizoram,11.8,18.1,SE,Yes,No,,,
30-11-2022,Mizoram,10.4,17,SSE,No,No,,,
01-12-2022,Mizoram,10.3,21.2,WNW,No,No,,,
02-12-2022,Mizoram,12.4,20.9,WNW,No,No,,,
03-12-2022,Mizoram,13,24.2,NW,No,Yes,,,
04-12-2022,Mizoram,8.4,20,WNW,Yes,No,,,
05-12-2022,Mizoram,11.1,21.7,WNW,No,No,,,
06-12-2022,Mizoram,9.2,21.1,NNW,No,No,,,
07-12-2022,Mizoram,11.9,21.4,NW,No,No,,,
08-12-2022,Mizoram,9.2,20.9,WNW,No,No,,,
09-12-2022,Mizoram,7.2,17.6,NW,No,No,,,
10-12-2022,Mizoram,13.4,17.1,NNW,No,Yes,,,
11-12-2022,Mizoram,8.4,19.5,NW,Yes,No,,,
12-12-2022,Mizoram,13.1,22.6,NW,No,No,,,
13-12-2022,Mizoram,11.4,24.6,SSE,No,No,,,
14-12-2022,Mizoram,10.8,21.5,WNW,No,No,,,
15-12-2022,Mizoram,12.5,23.8,WNW,No,No,,,
16-12-2022,Mizoram,12.4,28.9,WNW,No,No,,,
17-12-2022,Mizoram,17.2,22,WNW,No,Yes,,,
18-12-2022,Mizoram,7.6,17.4,NNW,Yes,No,,,
19-12-2022,Mizoram,11.5,23.9,WNW,No,No,,,
20-12-2022,Mizoram,12.2,19.9,WNW,No,No,,,
21-12-2022,Mizoram,9.3,21.6,W,No,No,,,
22-12-2022,Mizoram,12.5,23.6,WNW,No,No,,,
23-12-2022,Mizoram,9.4,27.5,SSE,No,No,,,
24-12-2022,Mizoram,17.2,21.7,NW,No,Yes,,,
25-12-2022,Mizoram,6.2,24.2,NW,Yes,No,,,
26-12-2022,Mizoram,10.5,22.1,NW,No,No,,,
27-12-2022,Mizoram,12.7,23,N,No,No,,,
28-12-2022,Mizoram,14.1,24.8,W,No,No,,,
29-12-2022,Mizoram,9.8,31.7,N,No,No,,,
30-12-2022,Mizoram,12.5,26,NW,No,No,,,
31-12-2022,Mizoram,13.6,30.5,WNW,No,No,,,
01-01-2023,Mizoram,19.2,29.7,N,No,No,,,
02-01-2023,Mizoram,14.4,24.3,WNW,No,No,,,
03-01-2023,Mizoram,9.6,24.8,SW,No,No,,,
04-01-2023,Mizoram,8.7,22,WNW,No,No,,,
05-01-2023,Mizoram,13.7,22.7,NW,No,No,,,
06-01-2023,Mizoram,11,24.9,W,No,No,,,
07-01-2023,Mizoram,7,22.6,WNW,No,No,,,
08-01-2023,Mizoram,14.3,25.9,WNW,No,No,,,
09-01-2023,Mizoram,15.8,30.4,NW,No,No,,,
10-01-2023,Mizoram,16.1,25.2,NW,No,No,,,
11-01-2023,Mizoram,13.6,28.7,WNW,No,No,,,
12-01-2023,Mizoram,18.5,30.5,WNW,No,No,,,
13-01-2023,Mizoram,11.8,26.1,WNW,No,No,,,
14-01-2023,Mizoram,13.6,24.3,WNW,No,No,,,
15-01-2023,Mizoram,11.2,25.5,N,No,No,,,
16-01-2023,Mizoram,17.3,27.4,NNW,No,No,,,
17-01-2023,Mizoram,13.5,22.7,WNW,No,Yes,,,
18-01-2023,Mizoram,9.4,21.4,S,Yes,No,,,
19-01-2023,Mizoram,7.2,24.8,S,No,No,,,
20-01-2023,Mizoram,8.9,22.1,NW,No,No,,,
21-01-2023,Mizoram,10.6,23.6,W,No,No,,,
22-01-2023,Mizoram,12.5,26.8,NW,No,No,,,
23-01-2023,Mizoram,13.9,25.6,SSE,No,No,,,
24-01-2023,Mizoram,12.7,23.7,WNW,No,No,,,
25-01-2023,Mizoram,9.2,26.2,NW,No,No,,,
26-01-2023,Mizoram,13.8,27.2,N,No,No,,,
27-01-2023,Mizoram,13.5,24.7,NW,No,No,,,
28-01-2023,Mizoram,12,25.1,NW,No,No,,,
29-01-2023,Mizoram,12.6,28.1,NNE,No,No,,,
30-01-2023,Mizoram,15.6,27.1,N,No,No,,,
31-01-2023,Mizoram,16.2,31,NW,No,No,,,
01-02-2023,Mizoram,15,26.1,S,No,No,,,
02-02-2023,Mizoram,12.4,30.1,NNW,No,No,,,
03-02-2023,Mizoram,15.2,28.1,E,No,No,,,
04-02-2023,Mizoram,20,26.6,NNE,No,Yes,,,
05-02-2023,Mizoram,19.5,25.8,NNW,Yes,No,,,
06-02-2023,Mizoram,14.7,24.8,SSE,No,No,,,
07-02-2023,Mizoram,10.7,28.7,SSE,No,No,,,
08-02-2023,Mizoram,13.8,32.4,NW,No,No,,,
09-02-2023,Mizoram,19.1,33.3,NNW,No,No,,,
10-02-2023,Mizoram,18.2,30.9,WNW,No,No,,,
11-02-2023,Mizoram,18.6,23.5,NW,No,Yes,,,
12-02-2023,Mizoram,15,24.7,SSE,Yes,Yes,,,
13-02-2023,Mizoram,14.7,24.1,SSE,Yes,No,,,
14-02-2023,Mizoram,15.4,21.9,S,No,No,,,
15-02-2023,Mizoram,13.6,26.8,NW,No,No,,,
16-02-2023,Mizoram,13,25.9,NW,No,No,,,
17-02-2023,Mizoram,14.4,27,S,No,No,,,
18-02-2023,Mizoram,14.7,26.1,NW,No,No,,,
19-02-2023,Mizoram,15.9,26.5,NNW,No,No,,,
20-02-2023,Mizoram,15.2,28.2,NNW,No,No,,,
21-02-2023,Mizoram,19.6,25.8,W,No,No,,,
22-02-2023,Mizoram,12.2,18.4,WNW,No,Yes,,,
23-02-2023,Mizoram,8.7,23.8,SSE,Yes,No,,,
24-02-2023,Mizoram,10,25,WNW,No,No,,,
25-02-2023,Mizoram,9.4,27.2,NNW,No,No,,,
26-02-2023,Mizoram,11.4,27.7,WNW,No,No,,,
27-02-2023,Mizoram,16.4,25,SSE,No,No,,,
28-02-2023,Mizoram,12.5,23.6,SSE,No,No,,,
01-03-2023,Mizoram,5,21.4,NW,No,No,,,
02-03-2023,Mizoram,6.9,28,WNW,No,No,,,
03-03-2023,Mizoram,10.3,27.8,WNW,No,No,,,
04-03-2023,Mizoram,13.8,28.5,NNW,No,No,,,
05-03-2023,Mizoram,15.7,29.4,E,No,No,,,
06-03-2023,Mizoram,17.7,26.7,WNW,No,Yes,,,
07-03-2023,Mizoram,16.2,29.1,N,Yes,Yes,,,
08-03-2023,Mizoram,18.2,24.4,NW,Yes,No,,,
09-03-2023,Mizoram,14.4,20.1,WNW,No,No,,,
10-03-2023,Mizoram,8.3,21.7,NW,No,No,,,
11-03-2023,Mizoram,7.6,22.4,SSE,No,No,,,
12-03-2023,Mizoram,10.7,23.3,NW,No,No,,,
13-03-2023,Mizoram,13.1,22.8,WNW,No,No,,,
14-03-2023,Mizoram,11.5,24.2,WNW,No,No,,,
15-03-2023,Mizoram,10.2,25,NW,No,No,,,
16-03-2023,Mizoram,12.6,28.9,WNW,No,No,,,
17-03-2023,Mizoram,14.8,27.8,WNW,No,No,,,
18-03-2023,Mizoram,15.9,24.8,WNW,No,No,,,
19-03-2023,Mizoram,17.9,24.4,WNW,No,No,,,
20-03-2023,Mizoram,15.6,22.5,WNW,No,No,,,
21-03-2023,Mizoram,13.5,20.8,W,No,Yes,,,
22-03-2023,Mizoram,7,21.8,NW,Yes,No,,,
23-03-2023,Mizoram,11,23.6,WNW,No,No,,,
24-03-2023,Mizoram,10.3,24.6,NW,No,No,,,
25-03-2023,Mizoram,10,24.1,NNW,No,No,,,
26-03-2023,Mizoram,12.4,25.2,NNW,No,No,,,
27-03-2023,Mizoram,13,21,S,No,No,,,
28-03-2023,Mizoram,11,25.8,NNW,No,Yes,,,
29-03-2023,Mizoram,13.9,23.1,NNW,Yes,No,,,
30-03-2023,Mizoram,7.9,22.8,NW,No,No,,,
31-03-2023,Mizoram,10,21.3,N,No,No,,,
01-04-2023,Mizoram,11.4,21.5,N,No,No,,,
02-04-2023,Mizoram,12.8,17.7,SSE,No,No,,,
03-04-2023,Mizoram,11.7,19.4,SSE,No,No,,,
04-04-2023,Mizoram,6,21,WNW,No,No,,,
05-04-2023,Mizoram,6.5,22.2,E,No,No,,,
06-04-2023,Mizoram,9.2,20.7,N,No,No,,,
07-04-2023,Mizoram,14.3,21.1,NW,No,Yes,,,
08-04-2023,Mizoram,14.9,23.3,SW,Yes,No,,,
09-04-2023,Mizoram,7.6,20,NW,No,No,,,
10-04-2023,Mizoram,11.2,18.2,N,No,Yes,,,
11-04-2023,Mizoram,11.1,15.2,WNW,Yes,Yes,,,
12-04-2023,Mizoram,8.3,20.7,WSW,Yes,No,,,
13-04-2023,Mizoram,4.8,21.3,NW,No,No,,,
14-04-2023,Mizoram,6.3,28,N,No,No,,,
15-04-2023,Mizoram,6.9,22.5,N,No,No,,,
16-04-2023,Mizoram,12.7,19.1,NW,No,No,,,
17-04-2023,Mizoram,14.6,22.9,NNW,No,No,,,
18-04-2023,Mizoram,10.2,24.2,N,No,No,,,
19-04-2023,Mizoram,9.1,25.4,NNW,No,No,,,
20-04-2023,Mizoram,10.4,22.8,SSW,No,Yes,,,
21-04-2023,Mizoram,14,23,N,Yes,No,,,
22-04-2023,Mizoram,9.1,20.2,NW,No,Yes,,,
23-04-2023,Mizoram,9.9,18.3,NNW,Yes,Yes,,,
24-04-2023,Mizoram,14.8,18.2,NNW,Yes,Yes,,,
25-04-2023,Mizoram,5.8,17.8,SW,Yes,No,,,
26-04-2023,Mizoram,3,15.7,NW,No,Yes,,,
27-04-2023,Mizoram,6.7,17.5,N,Yes,Yes,,,
28-04-2023,Mizoram,7,16.2,NW,Yes,Yes,,,
29-04-2023,Mizoram,9.9,18.8,WNW,Yes,No,,,
30-04-2023,Mizoram,5.3,20,NNW,No,No,,,
01-05-2023,Mizoram,6,17.8,NNW,No,No,,,
02-05-2023,Mizoram,8.7,17.9,WNW,No,No,,,
03-05-2023,Mizoram,2.3,17,NNW,No,Yes,,,
04-05-2023,Mizoram,6.8,19.1,NNE,Yes,Yes,,,
05-05-2023,Mizoram,6.5,15.7,NW,Yes,No,,,
06-05-2023,Mizoram,5.9,15.1,NNW,No,Yes,,,
07-05-2023,Mizoram,9.8,19.4,NNW,Yes,Yes,,,
08-05-2023,Mizoram,5.7,17.2,NW,Yes,No,,,
09-05-2023,Mizoram,8.9,18.2,NNW,No,No,,,
10-05-2023,Mizoram,14.2,18.3,N,No,Yes,,,
11-05-2023,Mizoram,9.4,15.2,WNW,Yes,No,,,
12-05-2023,Mizoram,1.2,13.4,WNW,No,No,,,
13-05-2023,Mizoram,5.5,13.8,SE,No,No,,,
14-05-2023,Mizoram,3.1,15.7,SE,No,No,,,
15-05-2023,Mizoram,1.5,16.9,SE,No,No,,,
16-05-2023,Mizoram,2.8,16.7,NNW,No,No,,,
17-05-2023,Mizoram,2.2,15.5,N,No,No,,,
18-05-2023,Mizoram,3,14.8,ENE,No,No,,,
19-05-2023,Mizoram,5,17,NNW,No,No,,,
20-05-2023,Mizoram,0.3,14.5,SSE,No,No,,,
21-05-2023,Mizoram,2.6,12.8,SE,No,No,,,
22-05-2023,Mizoram,-1.2,12,SE,No,No,,,
23-05-2023,Mizoram,-1.6,12.7,E,No,No,,,
24-05-2023,Mizoram,1.6,14.6,SSE,No,No,,,
25-05-2023,Mizoram,4.9,15.3,NE,No,No,,,
26-05-2023,Mizoram,0.8,15.6,SSE,No,No,,,
27-05-2023,Mizoram,3.5,13.8,E,No,Yes,,,
28-05-2023,Mizoram,5.9,14.3,ESE,Yes,Yes,,,
29-05-2023,Mizoram,8.2,17.8,SSE,Yes,Yes,,,
30-05-2023,Mizoram,10.9,16.8,SE,Yes,No,,,
31-05-2023,Mizoram,4.3,14.7,SSE,No,No,,,
01-06-2023,Mizoram,7.1,16.8,N,No,No,,,
02-06-2023,Mizoram,6.5,16.2,N,No,No,,,
03-06-2023,Mizoram,5.2,13.9,NW,No,No,,,
04-06-2023,Mizoram,3.9,14.8,NW,No,No,,,
05-06-2023,Mizoram,7.1,14.9,SSE,No,No,,,
06-06-2023,Mizoram,0.6,12.7,SSE,No,No,,,
07-06-2023,Mizoram,0.4,13.1,S,No,No,,,
08-06-2023,Mizoram,1.1,11.8,WNW,No,Yes,,,
09-06-2023,Mizoram,4,13.4,NW,Yes,No,,,
10-06-2023,Mizoram,-0.2,11.9,NNW,No,No,,,
11-06-2023,Mizoram,2.9,12.3,SSW,No,No,,,
12-06-2023,Mizoram,-1.8,13.3,SSW,No,No,,,
13-06-2023,Mizoram,-2.4,13.9,NW,No,No,,,
14-06-2023,Mizoram,-1.3,14.4,NNW,No,No,,,
15-06-2023,Mizoram,1,9.8,SE,No,Yes,,,
16-06-2023,Mizoram,3.1,13.7,N,Yes,Yes,,,
17-06-2023,Mizoram,3.6,14.8,NNW,Yes,No,,,
18-06-2023,Mizoram,3.6,12.8,N,No,Yes,,,
19-06-2023,Mizoram,4.7,12.7,NNW,Yes,No,,,
20-06-2023,Mizoram,4.2,14.8,NW,No,No,,,
21-06-2023,Mizoram,-0.5,13.1,NNW,No,No,,,
22-06-2023,Mizoram,0.5,13.8,E,No,No,,,
23-06-2023,Mizoram,2.5,14.9,N,No,No,,,
24-06-2023,Mizoram,5.6,14.9,N,No,Yes,,,
25-06-2023,Mizoram,12.2,14,N,Yes,Yes,,,
26-06-2023,Mizoram,2.3,12.5,SSE,Yes,No,,,
27-06-2023,Mizoram,-2.2,11,WNW,No,No,,,
28-06-2023,Mizoram,-0.5,11.4,NNW,No,Yes,,,
29-06-2023,Mizoram,2.9,12,NNW,Yes,Yes,,,
30-06-2023,Mizoram,7.1,12.2,E,Yes,Yes,,,
01-07-2023,Mizoram,0.9,13,E,Yes,No,,,
02-07-2023,Mizoram,-0.6,7.8,E,No,No,,,
03-07-2023,Mizoram,0.1,13.8,E,No,No,,,
04-07-2023,Mizoram,-1,10.1,N,No,No,,,
05-07-2023,Mizoram,-0.1,12.3,NW,No,No,,,
06-07-2023,Mizoram,0.4,12.9,NNW,No,No,,,
07-07-2023,Mizoram,1.1,13.9,NW,No,No,,,
08-07-2023,Mizoram,-1.3,13.2,E,No,No,,,
09-07-2023,Mizoram,-0.3,11,ENE,No,No,,,
10-07-2023,Mizoram,3.1,14.7,NNE,No,Yes,,,
11-07-2023,Mizoram,9,13,N,Yes,Yes,,,
12-07-2023,Mizoram,9.7,14.5,NNW,Yes,No,,,
13-07-2023,Mizoram,4,15.5,N,No,Yes,,,
14-07-2023,Mizoram,6.1,13,NW,Yes,No,,,
15-07-2023,Mizoram,0.4,12.9,S,No,No,,,
16-07-2023,Mizoram,-1,13.8,NW,No,No,,,
17-07-2023,Mizoram,1.8,12.5,NNW,No,Yes,,,
18-07-2023,Mizoram,5.4,10.6,NNW,Yes,Yes,,,
19-07-2023,Mizoram,1.3,10.9,NNW,Yes,No,,,
20-07-2023,Mizoram,1.2,13.8,SSE,No,No,,,
21-07-2023,Mizoram,-0.3,14,ENE,No,No,,,
22-07-2023,Mizoram,2,16.8,NNW,No,No,,,
23-07-2023,Mizoram,2.6,14.2,SE,No,No,,,
24-07-2023,Mizoram,1.2,13.1,NW,No,No,,,
25-07-2023,Mizoram,-0.4,12.7,N,No,No,,,
26-07-2023,Mizoram,0.1,15.8,NNW,No,No,,,
27-07-2023,Mizoram,0.4,15.7,SSE,No,No,,,
28-07-2023,Mizoram,2.9,14.1,ESE,No,No,,,
29-07-2023,Mizoram,5.9,15.1,ESE,No,No,,,
30-07-2023,Mizoram,7.9,12.9,N,No,Yes,,,
31-07-2023,Mizoram,8.5,15.6,NNW,Yes,Yes,,,
01-08-2023,Mizoram,7.9,13.2,NNW,Yes,No,,,
02-08-2023,Mizoram,5.3,14.6,SSE,No,No,,,
03-08-2023,Mizoram,0,14.2,NW,No,Yes,,,
04-08-2023,Mizoram,2.9,12.8,NNW,Yes,Yes,,,
05-08-2023,Mizoram,4.8,13,NNW,Yes,No,,,
06-08-2023,Mizoram,0.6,12,SE,No,No,,,
07-08-2023,Mizoram,-0.5,10.4,NNW,No,No,,,
08-08-2023,Mizoram,0.8,10.4,SSE,No,Yes,,,
09-08-2023,Mizoram,-0.1,15,N,Yes,Yes,,,
10-08-2023,Mizoram,1.8,15,SSE,Yes,Yes,,,
11-08-2023,Mizoram,8.1,12.4,SSE,Yes,Yes,,,
12-08-2023,Mizoram,7.3,16.8,SSE,Yes,No,,,
13-08-2023,Mizoram,2.7,13.9,NW,No,No,,,
14-08-2023,Mizoram,7.6,14.2,NNW,No,Yes,,,
15-08-2023,Mizoram,8,13.5,NW,Yes,No,,,
16-08-2023,Mizoram,7,11.4,W,No,No,,,
17-08-2023,Mizoram,-0.9,13.7,NW,No,No,,,
18-08-2023,Mizoram,2.6,14.2,N,No,Yes,,,
19-08-2023,Mizoram,5.4,13.1,NNW,Yes,Yes,,,
20-08-2023,Mizoram,3.9,11.1,NW,Yes,No,,,
21-08-2023,Mizoram,5.6,14.1,WNW,No,No,,,
22-08-2023,Mizoram,2.8,14.4,NNW,No,Yes,,,
23-08-2023,Mizoram,6.7,14.7,NW,Yes,Yes,,,
24-08-2023,Mizoram,5.4,12.8,WNW,Yes,Yes,,,
25-08-2023,Mizoram,3.9,11.5,NNW,Yes,Yes,,,
26-08-2023,Mizoram,1.6,11.9,NNW,Yes,No,,,
27-08-2023,Mizoram,3.6,13.5,SW,No,No,,,
28-08-2023,Mizoram,-0.7,14,ESE,No,No,,,
29-08-2023,Mizoram,2,15.3,NNW,No,No,,,
30-08-2023,Mizoram,3.7,14.7,NNW,No,No,,,
31-08-2023,Mizoram,5,13.6,NNW,No,Yes,,,
01-09-2023,Mizoram,9.4,17.9,NNW,Yes,No,,,
02-09-2023,Mizoram,2.3,15.3,SE,No,No,,,
03-09-2023,Mizoram,1.5,14.4,NW,No,Yes,,,
04-09-2023,Mizoram,5.2,13.5,NNW,Yes,Yes,,,
05-09-2023,Mizoram,9,16.2,SSW,Yes,No,,,
06-09-2023,Mizoram,5.3,13.3,SSE,No,No,,,
07-09-2023,Mizoram,0.2,14.5,NW,No,No,,,
08-09-2023,Mizoram,-0.1,12.9,NNW,No,No,,,
09-09-2023,Mizoram,5,12.3,NNW,No,Yes,,,
10-09-2023,Mizoram,8.7,17.2,WSW,Yes,No,,,
11-09-2023,Mizoram,5.3,15.8,NNW,No,Yes,,,
12-09-2023,Mizoram,9.2,15.6,NNW,Yes,Yes,,,
13-09-2023,Mizoram,9.1,14,W,Yes,No,,,
14-09-2023,Mizoram,0,13.8,NNW,No,No,,,
15-09-2023,Mizoram,6.7,14.1,WSW,No,No,,,
16-09-2023,Mizoram,6.6,13.7,W,No,No,,,
17-09-2023,Mizoram,4.6,15.7,SW,No,No,,,
18-09-2023,Mizoram,7.5,17.2,SSW,No,No,,,
19-09-2023,Mizoram,0.1,15.6,NNW,No,No,,,
